"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"2336",2336,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Native Species Exhibiting",2016,468.25,26,12175
"2337",2337,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (R)",2016,468.25,3,1405
"2338",2338,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (NR)",2016,936.5,0,0
"2339",2339,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Research, Detrimental",2016,468.25,32,14984
"2340",2340,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Shelter",2016,56,38,2128
"2341",2341,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Single Event Breeding",2016,56,1,56
"2342",2342,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee",2016,102.5,526,53915
"2343",2343,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee (Student)",2016,NA,111,2831
"2344",2344,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee (Student)",2016,NA,12,306
"2345",2345,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee",2016,NA,142,14555
"2346",2346,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (R)",2016,NA,436,134070
"2347",2347,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (NR)",2016,NA,NA,NA
"2348",2348,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (Student)",2016,NA,108,5535
"2349",2349,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries",2016,NA,NA,NA
"2350",2350,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries (Student)",2016,NA,NA,NA
"2351",2351,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine",2016,NA,NA,NA
"2352",2352,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine (Student)",2016,NA,NA,NA
"2353",2353,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife",2016,NA,NA,NA
"2354",2354,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife (Student)",2016,NA,NA,NA
"2355",2355,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee",2016,NA,NA,NA
"2356",2356,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee (Student)",2016,NA,NA,NA
"2357",2357,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries",2016,NA,NA,NA
"2358",2358,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries (Student)",2016,NA,NA,NA
"2359",2359,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine",2016,NA,NA,NA
"2360",2360,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine (Student)",2016,NA,NA,NA
"2361",2361,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife",2016,NA,NA,NA
"2362",2362,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife (Student)",2016,NA,NA,NA
"2363",2363,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee",2016,NA,NA,NA
"2364",2364,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee (Student)",2016,NA,NA,NA
"2365",2365,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries",2016,NA,NA,NA
"2366",2366,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries (Student)",2016,NA,NA,NA
"2367",2367,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine",2016,NA,NA,NA
"2368",2368,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine (Student)",2016,NA,NA,NA
"2369",2369,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife",2016,NA,NA,NA
"2370",2370,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife (Student)",2016,NA,NA,NA
"2371",2371,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use",2016,NA,NA,NA
"2372",2372,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use (Student)",2016,NA,NA,NA
"2373",2373,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational)",2016,NA,0,0
"2374",2374,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational/Pest Control)",2016,NA,2,77
"2375",2375,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Pest Control Only)",2016,NA,0,0
"2376",2376,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational)",2016,NA,49,5574
"2377",2377,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational/Pest Control)",2016,NA,69,7849
"2378",2378,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (R) (Pest Control Only)",2016,NA,584,66430
"2379",2379,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational)",2016,NA,0,0
"2380",2380,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational/Pest Control)",2016,NA,0,0
"2381",2381,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (NR) (Pest Control Only)",2016,NA,4,2280
"2382",2382,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Warden Stamp",2016,5,4058,20290
"2383",2383,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (New)",2017,NA,7,5756
"2384",2384,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (Renewal)",2017,NA,132,67848
"2385",2385,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Late Fee",2017,NA,33,5090
"2386",2386,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Surcharge",2017,NA,64,39472
"2387",2387,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (1 Property)",2017,220.25,45,9911
"2388",2388,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (2-5 Properties)",2017,551.5,13,7170
"2389",2389,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (6-10 Properties)",2017,1102.5,1,1103
"2390",2390,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (11 or More Properties)",2017,2205.25,2,4411
"2391",2391,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (New)",2017,NA,NA,NA
"2392",2392,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (Renewal)",2017,NA,NA,NA
"2393",2393,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake Inspection Fee",2017,NA,NA,NA
"2394",2394,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Bird Seals",2017,0.03,15274,458
"2395",2395,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 1",2017,NA,105,2126
"2396",2396,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 2",2017,NA,25,2525
"2397",2397,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Mammal Tags",2017,0.03,0,0
"2398",2398,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconer Raptor Capture Permit (NR)",2017,NA,0,0
"2399",2399,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License - Application Fee",2017,NA,664,9462
"2400",2400,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License",2017,NA,660,52470
"2401",2401,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Inspection Fee (1-5 Enclosures)",2017,NA,67,18341
"2402",2402,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Additional Inspection Fee (Per Enclosures Over 5)",2017,NA,1,13
"2403",2403,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit",2017,NA,7,2321
"2404",2404,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Application Fee",2017,NA,0,0
"2405",2405,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Inspection Fee",2017,NA,3,254
"2406",2406,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fully Protected Species Permit",2017,NA,0,0
"2407",2407,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Agent License",2017,NA,1,89
"2408",2408,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Dealer License",2017,NA,4,709
"2409",2409,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Game Bird Club Seals",2017,0.05,129096,6455
"2410",2410,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (R)",2017,NA,1219,255685
"2411",2411,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (NR)",2017,NA,56,27412
"2412",2412,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - 1-Day",2017,4,9353,37412
"2413",2413,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - Annual",2017,NA,404,9090
"2414",2414,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Guide Employee Registration",2017,NA,38,1748
"2415",2415,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",2017,NA,15,5565
"2416",2416,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",2017,NA,19,9405
"2417",2417,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",2017,NA,13,4823
"2418",2418,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",2017,NA,23,11385
"2419",2419,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",2017,NA,2,406
"2420",2420,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile Captive Propagation Permit",2017,NA,38,2252
"2421",2421,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",2017,NA,2,197
"2422",2422,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Detrimental",2017,469.5,1,470
"2423",2423,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Welfare",2017,NA,8,450
"2424",2424,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",2017,NA,266,15096
"2425",2425,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (New)",2017,NA,11,1210
"2426",2426,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Aquaculture",2017,NA,1,470
"2427",2427,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - AZA, Detrimental",2017,469.5,20,9390
"2428",2428,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Breeding",2017,469.5,NA,4226
"2429",2429,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (R)",2017,469.5,3,1409
"2430",2430,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",2017,939,1,939
"2431",2431,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - ELE & MOU Fee",2017,445.25,6,2672
"2432",2432,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (R)",2017,NA,102,47889
"2433",2433,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (NR)",2017,NA,8,7512
"2434",2434,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Fish",2017,NA,11,5165
"2435",2435,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",2017,NA,0,NA
"2436",2436,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Aquaculture & Fish)",2017,NA,0,0
"2437",2437,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (1-5 Enclosures)",2017,NA,97,22043
"2438",2438,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (6-25 Enclosures)",2017,NA,66,21186
"2439",2439,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (26-50 Enclosures)",2017,NA,18,9477
"2440",2440,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (51-100 Enclosures)",2017,830,10,8300
"2441",2441,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (101+ Enclosures)",2017,3077.75,2,6156
"2442",2442,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Native Species Exhibiting",2017,469.5,19,8921
"2443",2443,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (R)",2017,469.5,2,939
"2444",2444,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (NR)",2017,939,0,0
"2445",2445,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Research, Detrimental",2017,469.5,35,16433
"2446",2446,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Shelter",2017,56.25,29,1631
"2447",2447,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Single Event Breeding",2017,56.25,0,0
"2448",2448,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee",2017,102.75,676,69459
"2449",2449,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee (Student)",2017,NA,118,3009
"2450",2450,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee (Student)",2017,NA,7,179
"2451",2451,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee",2017,NA,171,17570
"2452",2452,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (R)",2017,NA,589,181559
"2453",2453,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (NR)",2017,NA,NA,NA
"2454",2454,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (Student)",2017,NA,101,5202
"2455",2455,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries",2017,NA,NA,NA
"2456",2456,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries (Student)",2017,NA,NA,NA
"2457",2457,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine",2017,NA,NA,NA
"2458",2458,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine (Student)",2017,NA,NA,NA
