"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",6269
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",214
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",9
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Seabass, white","White seabass","Atractoscion nobilis",12
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",11459
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",76
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",11
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1776
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1119
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",88295
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",234
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",76
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",698
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",4592
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",8002
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",7
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1085
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",76
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",28
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",17807
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",256
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",13
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",8124
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",8
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",2
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",130
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Other species","Seabass, white","White seabass","Atractoscion nobilis",33
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",22723
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",3527
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",6302
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",70684
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",12
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",78
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",1922
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2011,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",3952
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",25
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",103
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",15
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",72
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",224
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",92
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",9
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",4
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",1971
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",23
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",4
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Other species","Seabass, white","White seabass","Atractoscion nobilis",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",12946
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",33
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",3
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",7861
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",44169
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",92707
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",160
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",801
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",298
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",4629
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2011,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",133
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",8322
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",14
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",223
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",729
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",798
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",31070
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",15
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",20
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",75
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",3873
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",4056
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",1734
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",14255
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",12487
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",14713
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",16
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Southern","Santa Barbara","Port Hueneme-Oxnard-Ventura-Santa Barbara",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
